pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
9106,203,72,72030,137350,37500,NA,W,3750,63,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1224,2,1,1,NA,NA,NA,CHICAGO,60632,7784,0.1885919835560123,0.03147482014388489,0,0.7781346351490236,0.00179856115107913,14000,Chicago,0,0,1,0,0,0,PASTEUR,HANCOCK HS,6.934,54667,FALSE,TRUE,TRUE
9107,234,35,35030,165240,33970,NA,W,7995,49,NA,1,1,6,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,1,2,0,868,2,1,4,NA,NA,NA,HANOVER PARK,60133,6476,0.6400555898702903,0.02671402100061766,0.14978381717109326,0.14854848672019766,0.05975911056207535,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,83662,FALSE,TRUE,TRUE
9108,203,29,29033,219470,46900,NA,W,7504,44,NA,1,1,6,3,1,3,1,5,1,1,3,2,0,NA,NA,2,2,3,1,1,2,0,1613,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60192,4955,0.6302724520686176,0.02119071644803229,0.2343087790110999,0.06881937436932392,0.09081735620585268,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,116563,FALSE,TRUE,TRUE
9109,203,11,11020,151450,36850,NA,W,3780,95,NA,3,1,7,4,1,1,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1733,2,1,5,1,NA,NA,BERWYN,60402,5462,0.28890516294397656,0.03075796411570853,0.04998169168802637,0.6094837056023434,0.03698279018674478,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,66771,FALSE,TRUE,TRUE
9110,207,12,12021,135940,44080,NA,W,9280,53,NA,3,1,7,4,3,3,1,5,1,0,3,2,0,2,NA,2,2,3,3,1,1,0,1908,2,1,2,NA,NA,NA,GLENWOOD,60425,4155,0.21997593261131168,0.6596871239470518,0.00722021660649819,0.08640192539109506,0.05150421179302045,30029,Glenwood,0,0,1,0,0,0,SCHOOL DISTRICT  167,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,21.11,74821,FALSE,TRUE,TRUE
9111,203,21,21091,138320,19370,NA,O,3100,58,NA,2,1,5,3,1,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1040,2,1,1,NA,NA,NA,SUMMIT,60501,5715,0.09098862642169728,0.1111111111111111,0.01557305336832896,0.7779527559055118,0.00874890638670166,73638,Summit,0,0,1,0,0,0,SCHOOL DISTRICT  104,COMMUNITY HIGH SCHOOL  217,15.766,41144,FALSE,TRUE,TRUE
9112,295,28,28015,221550,37820,NA,W,3439,7,NA,3,1,5,2,1,3,1,5,1,1,3,2,1,2,1,2,2,3,3,1,1,0,1988,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.01260693381359747,0.04558757316524088,0.05571814497973886,0.04907699234579019,NA,NA,0,0,1,0,0,1,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,8.518,105942,FALSE,TRUE,TRUE
9113,203,39,39131,99560,23810,NA,W,4762,62,NA,2,1,5,3,1,1,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1093,2,1,1,3,NA,NA,BLUE ISLAND,60406,5040,0.2625,0.18313492063492065,0.00357142857142857,0.49166666666666664,0.11825396825396824,06704,Blue Island,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,15.452,47371,FALSE,TRUE,TRUE
9114,202,72,72121,29490,36560,NA,W,5625,90,NA,2,5,5,3,1,1,2,5,2,0,1,1,0,NA,NA,2,2,2,2,2,2,0,953,2,1,5,1,NA,NA,CHICAGO,60636,4064,0.00713582677165354,0.96998031496063,0,0.00664370078740157,0.03248031496062992,14000,Chicago,0,0,1,0,0,0,RANDOLPH,HARPER HS,6.873317191283292,43063,FALSE,TRUE,TRUE
9115,202,28,28040,127580,26040,NA,W,6128,49,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,959,2,1,1,NA,NA,NA,ORLAND HILLS,60487,8000,0.7105,0.098375,0.071125,0.11025,0.018,56627,Orland Hills,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.362,85932,FALSE,TRUE,TRUE
9116,295,29,29050,161060,23240,NA,W,1033,31,NA,1,1,6,2,3,1,1,5,1,1,3,2,1,2,NA,2,2,1,1,1,2,0,1261,2,1,2,NA,NA,NA,PALATINE,60067,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,157125,FALSE,TRUE,TRUE
9117,211,70,70101,64660,24200,NA,W,3025,117,3,1,1,9,5,4,3,1,5,2,0,1,3,0,2,2,2,2,1,1,2,2,0,1724,2,2,2,3,NA,NA,CHICAGO,60617,1810,0.06906077348066299,0.04033149171270718,0,0.8906077348066298,0,14000,Chicago,0,0,4,1,1,0,TAYLOR,WASHINGTON HS,6.908,41875,FALSE,TRUE,TRUE
9118,204,25,25180,181070,131730,NA,W,10978,68,NA,3,1,7,3,3,1,1,5,1,1,3,1,1,2,NA,1,2,3,2,1,2,0,1818,2,1,1,NA,NA,NA,GLENVIEW,60025,4792,0.8950333889816361,0.01898998330550918,0.03005008347245409,0.04653589315525876,0.0187813021702838,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
9119,295,38,38053,113380,45830,GD,W,2236,48,NA,1,1,6,4,1,1,1,5,1,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1404,2,1,2,NA,NA,NA,WHEELING,60090,6477,0.5646132468735525,0,0.24903504708970203,0.11394163964798518,0.1176470588235294,81087,Wheeling,0,0,4,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,77006,FALSE,TRUE,TRUE
9120,234,29,29070,222920,42000,NA,W,8400,62,NA,3,1,8,4,3,1,1,5,1,0,3,2,0,2,2,2,2,1,3,1,2,0,1254,2,1,4,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
9121,204,31,31041,214140,33000,NA,W,4125,67,NA,2,1,9,4,4,3,1,5,1,0,3,2,0,2,2,2,2,3,2,2,2,0,1985,2,1,1,NA,NA,NA,MELROSE PARK,60160,5149,0.2439308603612352,0.02796659545542823,0.00427267430569042,0.7238298698776462,0,48242,Melrose Park,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,11.117,67905,FALSE,TRUE,TRUE
9122,278,16,16010,306340,56870,NA,T,8750,49,NA,1,1,9,4,1,3,1,5,1,1,2,2,0,NA,NA,2,2,3,1,1,2,0,2412,2,1,2,3,NA,NA,ARLINGTON HEIGHTS,60005,4182,0.8275944524151124,0.02725968436154949,0.09110473457675754,0.05188904830224773,0.00430416068866571,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.529,87889,FALSE,TRUE,TRUE
9123,204,16,16062,191810,49190,NA,T,9838,61,NA,3,1,8,4,4,3,1,5,2,1,2,1,1,2,NA,2,2,1,3,1,2,0,2060,2,1,1,3,NA,1,ELK GROVE VILLAGE,60007,6921,0.7696864614940038,0.01719404710301979,0.06718682271348071,0.13350671868227135,0.02311804652506863,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,81938,FALSE,TRUE,TRUE
9124,203,39,39050,128970,37790,NA,W,6299,60,NA,2,1,6,3,3,3,2,5,2,1,2,1,0,2,2,2,2,3,1,2,2,0,1088,2,1,1,3,NA,1,OAK LAWN,60453,4265,0.7570926143024619,0.03423212192262603,0.00328253223915592,0.19835873388042205,0.01406799531066823,54820,Oak Lawn,0,0,3,1,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,70030,FALSE,TRUE,TRUE
9125,203,26,26010,211700,61640,NA,T,5360,63,NA,2,1,6,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1243,2,1,1,NA,NA,1,NORRIDGE,60706,5047,0.8450564691896176,0.00693481276005547,0.04616603923122647,0.09153952843273232,0.01842678819100456,53377,Norridge,0,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,73429,FALSE,TRUE,TRUE
9126,295,28,28100,261420,18420,NA,W,1675,10,NA,3,1,6,2,3,1,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1726,2,1,2,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,FALSE,TRUE,TRUE
9127,203,71,71150,226190,47250,NA,W,3780,73,NA,2,1,6,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,2,2,2,0,1798,2,1,5,1,NA,NA,CHICAGO,60634,3841,0.4983077323613642,0.02212965373600624,0.06430617026815934,0.4087477219474095,0.01301744337412132,14000,Chicago,0,0,1,0,0,0,LYON,STEINMETZ COLLEGE PREP HS,6.894,63111,FALSE,TRUE,TRUE
9128,206,71,71362,413550,59060,NA,W,4375,94,NA,3,1,8,4,1,3,1,5,1,1,1,2,0,2,2,2,2,1,1,2,2,0,2288,2,1,2,1,NA,NA,CHICAGO,60631,6838,0.8464463293360632,0.02837086867505118,0.01447791751974261,0.09666569172272596,0.02807838549283416,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,103733,FALSE,TRUE,TRUE
9129,204,21,21084,271750,113120,NA,W,22625,71,NA,1,1,11,6,1,3,1,5,1,1,1,2,1,2,2,2,2,3,1,1,2,0,3116,2,1,5,1,NA,NA,LA GRANGE,60525,7043,0.8795967627431492,0.01050688627005537,0.06119551327559278,0.03507028255004969,0.02456339627999432,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,7.994,100339,FALSE,TRUE,TRUE
9130,203,18,18011,104770,43470,NA,T,8280,56,NA,2,1,5,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,1,2,1,2,0,1060,2,1,1,3,NA,NA,ELGIN,60120,8215,0.43700547778454046,0.00998174071819841,0.3004260499087036,0.2424832623250152,0.0202069385270846,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,97420,FALSE,TRUE,TRUE
9131,203,72,72200,104510,37800,NA,W,4725,65,NA,2,1,5,3,1,1,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1110,2,1,1,3,NA,NA,CHICAGO,60652,6994,0.03002573634543895,0.8311409779811266,0.00943665999428081,0.0550471832999714,0.14869888475836432,14000,Chicago,0,0,3,1,0,0,CARROLL,BOGAN HS,6.949,66886,FALSE,TRUE,TRUE
9132,203,22,22031,124270,43400,NA,W,6200,64,NA,3,1,5,3,1,3,1,5,1,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1110,2,1,1,3,NA,NA,DES PLAINES,60018,2453,0.43416225030574807,0.06033428454953118,0.28006522625356706,0.21361598043212393,0.02038320423970648,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,51667,FALSE,TRUE,TRUE
9133,206,23,23091,643100,415800,NA,T,20790,96,NA,2,1,8,4,3,3,2,5,2,2,1,3,1,2,NA,2,2,3,2,2,2,0,3400,2,1,2,3,NA,1,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,211042,FALSE,TRUE,TRUE
9134,203,22,22111,210390,53120,NA,T,6250,97,NA,1,1,5,2,1,3,2,5,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,1027,2,1,1,3,NA,1,PARK RIDGE,60068,4826,0.8723580605055947,0.00476585163696643,0.01968503937007874,0.07666804807293826,0.05304600082884376,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,90504,FALSE,TRUE,TRUE
9135,203,71,71440,282790,72400,NA,T,5792,51,NA,2,1,6,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,2,2,2,0,1348,2,1,1,NA,NA,NA,CHICAGO,60631,6186,0.8013255738764953,0.00695118008406078,0.05124474620109925,0.10168121564823795,0.05690268347882315,14000,Chicago,1,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,83197,FALSE,TRUE,TRUE
9136,203,38,38056,150490,125000,NA,W,20000,56,NA,1,1,8,3,2,3,1,5,2,1,3,2,0,2,2,2,2,1,1,1,2,0,1435,2,1,1,NA,NA,NA,PROSPECT HEIGHTS,60070,4476,0.7428507596067918,0.07908847184986595,0.08221626452189455,0.09428060768543342,0.00312779267202859,62016,Prospect Heights,0,0,1,0,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,9.72,78600,FALSE,TRUE,TRUE
9137,211,71,71071,251760,42180,NA,W,3125,125,2,1,1,12,5,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,2168,2,2,2,1,NA,1,CHICAGO,60630,3002,0.6335776149233844,0.00899400399733511,0.10026648900732844,0.21585609593604263,0.08261159227181879,14000,Chicago,0,0,1,0,0,0,BELDING,SCHURZ HS,6.917,82765,FALSE,TRUE,TRUE
9138,278,28,28011,287400,64690,NA,T,11762,33,NA,3,1,8,4,1,3,1,5,2,1,3,2,1,2,NA,2,2,5,2,1,2,0,2964,2,1,2,NA,NA,NA,ORLAND PARK,60467,7005,0.7143468950749464,0.02469664525339043,0.15517487508922198,0.08408279800142755,0.03611705924339757,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,8.518,95668,FALSE,TRUE,TRUE
9139,202,37,37130,42050,9370,NA,W,3125,73,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,560,2,1,1,NA,NA,1,HARVEY,60426,4377,0.07082476582133881,0.64793237377199,0,0.26981951108064883,0.01142334932602238,33383,Harvey,0,0,1,0,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,27.434,38077,FALSE,TRUE,FALSE
9140,278,25,25021,436710,122880,NA,W,10240,48,NA,3,1,8,5,1,1,1,5,1,1,2,2,1,2,2,2,2,3,1,1,2,0,2846,2,1,2,3,NA,NA,NORTHBROOK,60062,5600,0.8053571428571429,7.142857142857143e-4,0.14625,0.02553571428571428,0.04428571428571428,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,138992,FALSE,TRUE,TRUE
9141,278,29,29070,259870,53620,NA,W,10725,51,NA,1,1,8,4,4,3,1,5,1,1,3,2,1,NA,NA,2,2,3,1,1,2,0,2275,2,1,2,NA,NA,NA,PALATINE,60067,4175,0.7693413173652695,0.02011976047904191,0.10347305389221556,0.0792814371257485,0.0555688622754491,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,69417,FALSE,TRUE,TRUE
9142,202,77,77013,93540,31870,NA,W,3750,114,NA,4,1,6,3,1,1,1,5,2,1,3,1,1,NA,NA,2,2,3,3,2,2,0,726,2,1,1,NA,NA,1,CHICAGO,60644,4176,0.01125478927203065,0.9073275862068966,0,0.07758620689655173,0.00766283524904214,14000,Chicago,0,0,1,0,0,0,HOWE,ORR HS,6.89,22905,FALSE,TRUE,TRUE
9143,211,73,73060,954840,500000,NA,O,10000,92,3,2,1,30,15,1,3,1,5,2,0,3,3,0,2,NA,2,2,1,2,2,2,0,9210,2,2,3,NA,NA,NA,CHICAGO,60613,4853,0.6509375643931589,0.09870183391716464,0.14506490830414176,0.06614465279208737,0.07356274469400371,14000,Chicago,0,0,6,1,0,1,BRENNEMANN,SENN HS,6.89,69590,FALSE,TRUE,TRUE
9144,203,37,37070,32480,10910,NA,O,3968,94,NA,2,1,5,2,1,3,1,5,2,1,1,1,0,NA,NA,2,2,3,2,2,2,0,1056,2,1,1,3,NA,1,HARVEY,60426,4417,0.01833823862350011,0.803033733303147,0.0126782884310618,0.1614217794883405,0.00905592030790129,33383,Harvey,0,0,3,0,0,0,SCHOOL DISTRICT  152,THORNTON TOWNSHIP HIGH SCHOOL  205,26.613,21455,FALSE,TRUE,TRUE
9145,205,24,24031,206580,39680,AV,W,4960,94,NA,3,1,5,3,1,3,2,5,2,0,3,1,1,2,NA,2,2,3,1,2,2,0,1040,2,1,2,NA,NA,1,SKOKIE,60077,6729,0.40793580026749887,0.1376133155000743,0.30910982315351465,0.1185911725367811,0.04413731609451627,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 68,COMMUNITY HIGH SCHOOL  219,8.449,60542,FALSE,TRUE,TRUE
9146,295,20,20040,193290,17030,NA,O,2004,57,NA,2,1,6,3,1,1,1,5,1,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,1296,2,1,2,NA,NA,NA,PARK RIDGE,60068,1983,0.9470499243570348,0.00100857286938981,0.01059001512859304,0.03429147755925366,0.01412002017145738,57875,Park Ridge,1,0,1,0,1,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,9.116,115417,FALSE,FALSE,TRUE
9147,211,72,72070,81310,53120,NA,W,6250,97,2,1,1,7,4,2,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2608,2,2,2,NA,NA,NA,CHICAGO,60629,5845,0.04242942686056458,0.5045337895637296,0,0.4352437981180496,0.03558597091531223,14000,Chicago,0,0,1,0,0,0,MARQUETTE,GAGE PARK HS,6.934,27423,FALSE,TRUE,TRUE
9148,295,77,77120,403080,41610,NA,W,1224,26,NA,2,2,6,2,2,3,1,5,1,0,3,1,1,2,NA,2,2,1,2,1,1,0,1622,2,1,2,NA,NA,NA,CHICAGO,60642,3358,0.6947587849910661,0.10512209648600356,0.05747468731387731,0.0985705777248362,0.08814770696843359,14000,Chicago,0,0,1,0,0,0,OGDEN,WELLS HS,6.89,132794,FALSE,TRUE,TRUE
9149,295,35,35108,101810,25620,NA,W,1767,35,NA,1,1,6,3,2,3,1,5,1,1,3,1,1,2,NA,2,2,1,1,1,1,0,1082,2,1,2,NA,NA,NA,HANOVER PARK,60133,5223,0.6034845874018763,0.01531686770055523,0.15029676431169825,0.218648286425426,0.02010338885697874,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,80957,FALSE,TRUE,TRUE
9150,203,71,71030,225530,50220,NA,W,3720,66,NA,2,1,6,4,1,1,1,5,1,0,3,2,1,2,NA,2,2,3,1,2,2,0,1406,2,1,1,NA,NA,1,CHICAGO,60659,5228,0.5994644223412395,0.03136954858454476,0.2872991583779648,0.06465187452180567,0.03309104820198929,14000,Chicago,0,0,1,0,0,0,SOLOMON,MATHER HS,6.901516611295682,43438,FALSE,TRUE,TRUE
9151,202,39,39040,85750,55020,NA,W,10004,67,NA,1,1,4,2,4,3,1,5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,949,2,1,1,3,NA,NA,OAK LAWN,60453,6372,0.75,0.03782172002510985,0.01365348399246704,0.1911487758945386,0.00737602008788449,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,41902,FALSE,TRUE,TRUE
9152,295,28,28100,246100,17870,NA,T,1625,13,NA,3,1,5,3,3,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,1,0,1817,2,1,2,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,8,1,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,FALSE,TRUE,TRUE
9153,295,77,77170,564610,29980,NA,W,659,22,NA,2,2,6,2,2,3,1,5,1,0,3,3,0,2,2,2,2,3,2,1,1,0,1704,2,1,3,NA,NA,NA,CHICAGO,60647,2195,0.8364464692482916,0.0041002277904328,0.06560364464692484,0.07562642369020502,0.03644646924829157,14000,Chicago,0,0,7,0,0,0,PULASKI,WELLS HS,6.915,159020,FALSE,TRUE,TRUE
9154,203,71,71410,216850,147200,NA,W,9200,53,NA,2,1,5,3,1,3,1,5,1,0,3,1,1,NA,NA,2,2,4,1,2,2,0,1200,2,1,1,NA,NA,NA,CHICAGO,60631,6872,0.8242142025611175,0.02371944121071012,0.01833527357392316,0.11044819557625143,0.04423748544819558,14000,Chicago,0,0,1,0,0,0,ONAHAN,TAFT HS,6.884772382397572,74201,FALSE,TRUE,TRUE
9155,278,21,21012,597780,65620,NA,W,7500,58,NA,3,1,9,4,1,1,1,5,1,0,1,2,1,2,1,2,2,3,1,2,2,300,3660,2,1,2,1,NA,NA,WESTERN SPRINGS,60558,3362,0.9637120761451516,0,0.00951814396192742,0.02676977989292088,0,80242,Western Springs,0,0,6,1,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,179338,FALSE,TRUE,TRUE
9156,203,70,70111,91100,38880,NA,W,4860,95,NA,2,1,6,3,1,1,2,5,2,0,1,1,1,NA,NA,2,2,1,1,2,2,0,1390,2,1,1,3,NA,NA,CHICAGO,60619,4577,0.00677299541184181,0.9737819532444832,0,0,0.03889010268734979,14000,Chicago,0,0,1,0,0,0,RUGGLES,BOWEN HS,6.88386464826358,53594,FALSE,TRUE,TRUE
9157,234,22,22093,198800,44680,AV,T,6875,59,NA,3,1,6,3,3,1,1,5,1,0,3,2,1,2,NA,2,2,1,2,2,2,0,1308,2,1,4,NA,NA,NA,DES PLAINES,60018,5211,0.3454231433506045,0.02629053924390712,0.08712339282287469,0.5302245250431779,0.02014968336211859,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,63112,FALSE,TRUE,TRUE
9158,211,71,71150,246210,46120,NA,W,3690,94,3,2,2,14,5,1,3,1,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,2998,2,2,2,NA,NA,1,CHICAGO,60641,4197,0.4565165594472242,0.01524898737193233,0.05480104836788182,0.46056707171789374,0.02239695020252561,14000,Chicago,0,0,6,1,0,1,PORTAGE PARK,SCHURZ HS,6.894,71190,FALSE,TRUE,TRUE
9159,234,37,37092,112220,32400,NA,W,7200,48,NA,1,1,8,4,3,1,1,5,1,0,3,2,1,NA,NA,2,2,3,1,1,2,0,1662,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,5023,0.18793549671511048,0.74318136571769855,0.00179175791359745,0.06310969540115469,0.00676886322914592,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,59213,FALSE,TRUE,TRUE
9160,202,72,72380,144150,37500,NA,W,3750,71,NA,1,1,4,2,1,1,2,5,1,0,2,1,0,2,2,2,2,3,1,2,2,0,840,2,1,1,3,NA,NA,CHICAGO,60638,3701,0.5409348824641989,0.0216157795190489,0.00270197243988111,0.3723318022156174,0.12483112672250744,14000,Chicago,0,0,1,0,0,0,DORE,KENNEDY HS,6.934,68902,FALSE,TRUE,TRUE
9161,278,22,22111,281730,39270,NA,W,4620,14,NA,2,1,8,4,3,1,1,5,1,1,3,3,1,2,1,2,2,3,2,1,1,0,3020,2,1,2,NA,NA,NA,PARK RIDGE,60068,4146,0.738543174143753,0.00385914134105161,0.12686927158707187,0.10612638687891944,0.04751567776169802,57875,Park Ridge,0,0,4,1,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,81250,FALSE,TRUE,TRUE
9162,202,71,71410,199890,78390,NA,W,4900,95,NA,1,1,4,2,1,3,1,5,1,0,3,1,0,NA,NA,2,2,2,1,2,2,0,965,2,1,1,NA,NA,NA,CHICAGO,60631,6872,0.8242142025611175,0.02371944121071012,0.01833527357392316,0.11044819557625143,0.04423748544819558,14000,Chicago,0,0,1,0,0,0,ONAHAN,TAFT HS,6.884772382397572,74201,FALSE,TRUE,TRUE
9163,203,77,77150,231460,89060,NA,W,3125,125,NA,1,1,5,3,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,2,2,2,0,1056,2,1,5,1,NA,1,CHICAGO,60618,1077,0.4670380687093779,9.285051067780872e-4,0.01299907149489322,0.5097493036211699,0.01857010213556174,14000,Chicago,0,0,1,0,0,0,VON LINNE,SCHURZ HS,6.915,61739,FALSE,TRUE,TRUE
9164,202,71,71361,215000,50620,NA,T,3750,62,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,2,2,2,0,902,2,1,1,NA,NA,1,CHICAGO,60631,3508,0.7699543899657925,0.00826681870011402,0.0476054732041049,0.12827822120866592,0.09179019384264538,14000,Chicago,0,0,1,0,0,0,EBINGER,TAFT HS,6.884772382397572,95990,FALSE,TRUE,TRUE
9165,206,73,73150,930350,211140,NA,W,3105,137,NA,1,1,12,6,1,3,1,5,1,1,2,3,1,2,2,2,2,3,1,1,2,0,4077,2,1,2,1,NA,NA,CHICAGO,60657,2318,0.8166522864538395,0.0267471958584987,0.07635893011216566,0.04788610871440897,0.06471095772217429,14000,Chicago,0,0,1,0,0,0,ALCOTT ES,LINCOLN PARK HS,6.89,97305,FALSE,TRUE,TRUE
