pid,assessed_value
7115,271783
7116,150989
7117,68169
7118,292446
7119,144554
7120,197957
7121,297275
7122,667727
7123,51114
7124,223512
7125,571802
7126,944176
7127,11485
7128,1558856
7129,367601
7130,275632
7131,403372
7132,358083
7133,224105
7134,557324
7135,169871
7136,508308
7137,458095
7138,244623
7139,101563
7140,211783
7141,321654
7142,209908
7143,199542
7144,264331
7145,193016
7146,143900
7147,227847
7148,661475
7149,54443
7150,178176
7151,302916
7152,342993
7153,568565
7154,134431
7155,798021
7156,913142
7157,167955
7158,177376
7159,249652
7160,76373
7161,396389
7162,357194
7163,263500
7164,179498
7165,565657
7166,63582
7167,125844
7168,404104
7169,130169
7170,178939
7171,248838
7172,183766
7173,330876
7174,635128
7175,1200481
7176,124624
7177,18287
7178,134682
7179,291716
7180,144212
7181,259231
7182,318623
7183,49565
7184,95741
7185,213876
7186,195647
7187,234753
7188,113462
7189,120349
7190,133456
7191,43713
7192,299490
7193,241414
7194,188680
7195,239252
7196,358014
7197,374880
7198,10000
7199,252801
7200,821171
7201,226274
7202,95317
7203,218699
7204,95639
7205,153454
7206,147555
7207,170079
7208,175228
7209,171605
7210,545450
7211,199991
7212,771266
7213,473942
7214,313780
7215,809137
7216,140412
7217,140268
7218,607059
7219,326493
7220,588395
7221,216299
7222,286072
7223,240734
7224,148170
7225,52652
7226,86165
7227,82495
7228,318970
7229,146616
7230,125528
7231,117809
7232,292487
7233,139372
7234,1143332
7235,230202
7236,692717
7237,62998
7238,276012
7239,154898
7240,176108
7241,111989
7242,1726936
7243,783402
7244,702760
7245,148471
7246,193412
7247,167137
7248,79013
7249,147577
7250,129528
7251,1134002
7252,160712
7253,260211
7254,85811
7255,649127
7256,229149
7257,97359
7258,315121
7259,233939
7260,292699
7261,131181
7262,272558
7263,475316
7264,260027
7265,217178
7266,318795
7267,255335
7268,254277
7269,94973
7270,329082
7271,1879794
7272,399301
7273,247875
7274,361878
7275,270622
7276,199798
7277,373955
7278,280374
7279,349511
7280,143337
7281,87465
7282,10000
7283,36641
7284,346004
7285,209453
7286,495649
7287,63191
7288,288715
7289,113388
7290,140312
7291,456383
7292,700463
7293,155298
7294,233378
7295,581039
7296,153311
7297,325664
7298,383480
7299,141815
7300,321415
7301,250291
7302,203560
7303,589978
7304,141206
7305,135851
7306,830582
7307,377935
7308,208102
7309,196005
7310,60784
7311,224826
7312,130817
7313,63305
7314,149802
7315,98784
7316,104564
7317,334209
7318,159489
7319,226206
7320,164804
7321,1082943
7322,230244
7323,1006872
7324,442251
7325,117484
7326,258215
7327,298342
7328,199824
7329,28321
7330,132441
7331,305047
7332,124202
7333,80880
7334,159168
7335,419346
7336,251062
7337,126420
7338,349106
7339,536987
7340,138900
7341,228713
7342,225509
7343,160663
7344,254529
7345,349191
7346,229109
7347,164554
7348,319991
7349,10000
7350,136876
7351,120764
7352,374239
7353,80186
7354,92889
7355,257151
7356,183636
7357,94436
7358,157783
7359,243164
7360,213173
7361,468326
7362,321399
7363,357157
7364,67777
7365,20165
7366,200539
7367,461890
7368,308395
7369,408296
7370,327603
7371,235677
7372,203146
7373,320985
7374,93293
7375,278692
7376,43626
7377,309738
7378,188333
7379,179657
7380,158151
7381,247907
7382,285164
7383,450875
7384,254650
7385,577579
7386,231395
7387,172275
7388,314012
7389,399053
7390,377617
7391,148023
7392,768327
7393,475867
7394,60055
7395,53681
7396,124946
7397,169740
7398,172126
7399,164443
7400,177618
7401,914844
7402,334193
7403,356101
7404,48673
7405,464082
7406,260024
7407,316966
7408,230744
7409,436107
7410,400543
7411,289040
7412,575938
7413,229713
7414,47328
7415,247598
7416,97600
7417,191446
7418,79015
7419,98452
7420,225693
7421,25019
7422,222293
7423,246703
7424,279340
7425,978133
7426,564908
7427,176031
7428,484660
7429,124059
7430,189367
7431,144318
7432,906621
7433,202453
7434,761038
7435,421925
7436,350649
7437,285563
7438,67308
7439,147727
7440,304404
7441,474592
7442,225283
7443,657737
7444,178446
7445,819717
7446,176033
7447,160462
7448,339664
7449,95889
7450,159610
7451,183153
7452,237074
7453,1362479
7454,128591
7455,522464
7456,398337
7457,92773
7458,67732
7459,324468
7460,542451
7461,29000
7462,1142374
7463,188986
7464,420389
7465,42496
7466,199604
7467,200401
7468,548784
7469,123512
7470,401235
7471,991597
7472,283008
7473,165438
7474,170727
7475,455601
7476,437021
7477,193743
7478,260904
7479,108493
7480,134559
7481,209608
7482,321287
7483,35032
7484,323142
7485,259710
7486,513781
7487,678292
7488,218101
7489,159538
7490,142259
7491,437986
7492,155986
7493,141927
7494,185696
7495,437235
7496,254555
7497,314760
7498,241794
7499,410510
7500,532435
7501,449613
7502,139321
7503,363482
7504,350235
7505,281777
7506,192328
7507,295428
7508,165362
7509,85479
7510,276158
7511,242335
7512,380934
7513,1461570
7514,993685
7515,148659
7516,86928
7517,262826
7518,228966
7519,29388
7520,194892
7521,197495
7522,471040
7523,274832
7524,170256
7525,741830
7526,330497
7527,266214
7528,99790
7529,104864
7530,175959
7531,220608
7532,603030
7533,184427
7534,1634552
7535,303006
7536,622236
7537,195632
7538,382643
7539,203563
7540,110351
7541,35708
7542,584084
7543,486382
7544,222131
7545,105719
7546,171758
7547,220029
7548,232138
7549,185495
7550,660066
7551,152236
7552,10000
7553,234034
7554,202723
7555,461402
7556,63790
7557,614690
7558,126153
7559,317120
7560,284521
7561,197546
7562,591790
7563,153904
7564,218255
7565,299279
7566,472379
7567,278438
7568,242973
7569,208351
7570,260700
7571,360182
7572,607763
7573,627570
7574,319450
7575,303643
7576,207663
7577,52171
7578,300899
7579,270485
7580,187439
7581,644262
7582,170039
7583,33651
7584,458254
7585,365626
7586,161721
7587,208388
7588,221916
7589,197812
7590,170660
7591,193360
7592,349534
7593,187621
7594,328812
7595,780066
7596,221291
7597,437416
7598,507358
7599,101872
7600,207867
7601,181603
7602,309217
7603,249846
7604,244670
7605,248979
7606,46388
7607,242702
7608,1817304
7609,204914
7610,129039
7611,254879
7612,108945
7613,216150
7614,410593
7615,300444
7616,193293
7617,49716
7618,357592
7619,946603
7620,373472
7621,138189
7622,130287
7623,377382
7624,350011
7625,28956
7626,280318
7627,378771
7628,207877
7629,217244
7630,187739
7631,368369
7632,300195
7633,115357
7634,71050
7635,255042
7636,406824
7637,303501
7638,190434
7639,305291
7640,1275917
7641,321511
7642,10000
7643,354105
7644,232841
7645,149937
7646,546072
7647,230823
7648,133209
7649,169428
7650,237912
7651,153474
7652,187604
7653,410608
7654,306649
7655,146701
7656,178613
7657,720229
7658,46010
7659,291187
7660,195764
7661,454146
7662,436258
7663,287953
7664,503172
7665,879974
7666,449011
7667,287119
7668,191256
7669,308976
7670,611566
7671,128811
7672,464292
7673,148154
7674,147871
7675,395425
7676,259766
7677,160940
7678,120633
7679,144834
7680,39560
7681,225362
7682,249472
7683,128428
7684,120696
7685,187051
7686,371928
7687,188103
7688,27365
7689,543198
7690,305082
7691,311472
7692,560801
7693,141134
7694,546943
7695,176505
7696,349483
7697,234267
7698,210175
7699,346480
7700,254359
7701,251892
7702,386645
7703,138095
7704,457796
7705,1093632
7706,361223
7707,99917
7708,236739
7709,349746
7710,334201
7711,1071603
7712,144595
7713,457043
7714,1609164
7715,241562
7716,170696
7717,1660340
7718,114316
7719,134676
7720,175201
7721,245794
7722,195063
7723,720673
7724,134886
7725,145916
7726,281066
7727,96450
7728,540940
7729,197353
7730,229478
7731,215633
7732,345548
7733,84908
7734,37548
7735,39276
7736,154947
7737,49879
7738,271929
7739,357668
7740,290965
7741,69393
7742,112711
7743,294197
7744,462837
7745,116647
7746,153688
7747,382153
7748,350218
7749,541886
7750,322559
7751,113728
7752,107732
7753,349914
7754,239176
7755,50560
7756,525888
7757,817076
7758,690467
7759,353897
7760,324650
7761,102448
7762,245939
7763,256151
7764,84992
7765,247655
7766,223370
7767,353307
7768,97948
7769,456084
7770,533053
7771,304463
7772,227770
7773,482772
7774,65660
7775,309734
7776,766033
7777,343262
7778,165615
7779,34943
7780,844182
7781,225989
7782,300908
7783,297329
7784,51214
7785,138572
7786,112126
7787,306096
7788,214091
7789,98289
7790,237736
7791,137821
7792,255682
7793,173885
7794,445843
7795,318557
7796,122186
7797,190069
7798,214741
7799,180410
7800,96831
7801,238672
7802,239794
7803,110693
7804,69365
7805,288190
7806,979917
7807,320940
7808,229476
7809,273188
7810,627880
7811,328860
7812,92080
7813,50338
7814,396446
7815,282071
7816,203848
7817,280862
7818,203751
7819,640244
7820,80819
7821,807749
7822,365645
7823,290587
7824,186495
7825,94721
7826,218691
7827,95939
7828,170444
7829,557713
7830,205841
7831,91406
7832,248160
7833,384863
7834,342257
7835,111504
7836,249173
7837,64828
7838,321696
7839,210673
7840,166462
7841,144524
7842,112863
7843,229202
7844,246428
7845,321766
7846,232534
7847,122969
7848,330220
7849,466160
7850,356713
7851,80652
7852,308667
7853,104806
7854,201788
7855,247159
7856,1417070
7857,659972
7858,254810
7859,210472
7860,340564
7861,63071
7862,197075
7863,134967
7864,1712858
7865,200664
7866,88176
7867,234098
7868,226193
7869,243873
7870,227826
7871,319537
7872,199761
7873,176374
7874,381578
7875,79420
7876,357025
7877,54560
7878,151092
7879,163922
7880,175855
7881,218430
7882,77102
7883,276983
7884,162969
7885,406714
7886,199645
7887,729859
7888,106463
7889,249489
7890,1008695
7891,374603
7892,396236
7893,380559
7894,356285
7895,377688
7896,190689
7897,411644
7898,127860
7899,244844
7900,187159
7901,184576
7902,225416
7903,267739
7904,192131
7905,190178
7906,1001811
7907,1552448
7908,222248
7909,28473
7910,339877
7911,201510
7912,268615
7913,235143
7914,289212
7915,330916
7916,500724
7917,146109
7918,89167
7919,53013
7920,264735
7921,257992
7922,192037
7923,526395
7924,270266
7925,130245
7926,281364
7927,10000
7928,104178
7929,348047
7930,398577
7931,72591
7932,233133
7933,168826
7934,217959
7935,263023
7936,262341
7937,203341
7938,179915
7939,201903
7940,205378
7941,475966
7942,263764
7943,604000
7944,110967
7945,259313
7946,217906
7947,187590
7948,94806
7949,351365
7950,566824
7951,334814
7952,387701
7953,638465
7954,322682
7955,153815
7956,526744
7957,401952
7958,329031
7959,240069
7960,192720
7961,324057
7962,364069
7963,254198
7964,530640
7965,476017
7966,348658
7967,258334
7968,378850
7969,308297
7970,103571
7971,36776
7972,87724
7973,327218
7974,340619
7975,256907
7976,130063
7977,701890
7978,650784
7979,55218
7980,402323
7981,341689
7982,274678
7983,155554
7984,255626
7985,128529
7986,322623
7987,59688
7988,188294
7989,251801
7990,150310
7991,203094
7992,575800
7993,360169
7994,160403
7995,199357
7996,165276
7997,300750
7998,91327
7999,271065
8000,258309
8001,232552
8002,1392440
8003,146364
8004,387719
8005,471502
8006,141492
8007,106857
8008,228880
8009,235479
8010,351611
8011,880783
8012,277303
8013,1407380
8014,66926
8015,26123
8016,153462
8017,198268
8018,87550
8019,128225
8020,1023100
8021,558811
8022,285878
8023,114257
8024,202734
8025,121022
8026,221704
8027,207676
8028,140863
8029,256896
8030,289183
8031,218840
8032,110716
8033,249307
8034,261664
8035,279465
8036,401559
8037,89717
8038,261846
8039,181282
8040,159524
8041,192461
8042,44317
8043,366677
8044,175506
8045,309808
8046,492434
8047,262821
8048,370024
8049,209068
8050,223121
8051,74826
8052,143159
8053,38229
8054,100132
8055,230957
8056,333071
8057,553664
8058,1076610
8059,196351
8060,96192
8061,91889
8062,200416
8063,256384
8064,186010
8065,198211
8066,333568
8067,126836
8068,139349
8069,260133
8070,154561
8071,276328
8072,760080
8073,405519
8074,241373
8075,760849
8076,33265
8077,106428
8078,148524
8079,254250
8080,994490
8081,161301
8082,73901
8083,429612
8084,341329
8085,385427
8086,184324
8087,230935
8088,49263
8089,471366
8090,63697
8091,126258
8092,1195036
8093,334842
8094,185826
8095,61233
8096,224542
8097,337391
8098,198026
8099,268260
8100,59342
8101,234016
8102,576859
8103,382279
8104,357994
8105,162674
8106,205266
8107,224079
8108,369741
8109,174005
8110,288720
8111,444399
8112,1320838
8113,137988
8114,215743
8115,194490
8116,181555
8117,236325
8118,596413
8119,348979
8120,37687
8121,256395
8122,623884
8123,252533
8124,238232
8125,388271
8126,165934
8127,92913
8128,216075
8129,231602
8130,328238
8131,520106
8132,177391
8133,102781
8134,157808
8135,205660
8136,444806
8137,116243
8138,257329
8139,266007
8140,117753
8141,235803
8142,769898
8143,452677
8144,232563
8145,90248
8146,293738
8147,616676
8148,118455
8149,245987
8150,254708
8151,492817
8152,628184
8153,322099
8154,753993
8155,94910
8156,103311
8157,181311
8158,224840
8159,904794
8160,653495
8161,92711
8162,487127
8163,190093
8164,324100
8165,149245
8166,52634
8167,132257
8168,51448
8169,26042
8170,495946
8171,489692
8172,716560
8173,152582
8174,38919
8175,794551
8176,285310
8177,313671
8178,689906
8179,172645
8180,99755
8181,159919
8182,548751
8183,128075
8184,466867
8185,106435
8186,241246
8187,253847
8188,186867
8189,16928
8190,152565
8191,348371
8192,171101
8193,282573
8194,250388
8195,115527
8196,268728
8197,2245737
8198,267967
8199,104241
8200,228718
8201,447857
8202,575236
8203,491640
8204,293157
8205,684663
8206,176676
8207,278486
8208,273288
8209,393363
8210,734212
8211,231221
8212,654102
8213,459640
8214,303956
8215,181721
8216,281354
8217,117356
8218,455468
8219,269740
8220,155117
8221,58705
8222,115361
8223,326604
8224,327653
8225,46395
8226,775446
8227,65718
8228,26027
8229,128523
8230,395678
8231,147426
8232,74525
8233,503375
8234,218872
8235,509274
8236,192999
8237,647430
8238,417017
8239,190550
8240,84177
8241,1307225
8242,348842
8243,388609
8244,289774
8245,184305
8246,110827
8247,241015
8248,11423
8249,343450
8250,201444
8251,786162
8252,238673
8253,81527
8254,173179
8255,45379
8256,406147
8257,80492
8258,265351
8259,610438
8260,555840
8261,1266859
8262,186040
8263,195021
8264,220689
8265,239110
8266,806508
8267,726476
8268,431480
8269,82902
8270,161192
8271,117833
8272,147125
8273,215591
8274,323268
8275,579640
8276,265675
8277,32334
8278,142871
8279,423417
8280,73446
8281,50306
8282,278812
8283,162845
8284,368829
8285,297451
8286,245067
8287,143566
8288,862662
8289,83302
8290,284098
8291,77480
8292,172870
8293,335960
8294,337686
8295,162090
8296,141554
8297,816789
8298,272724
8299,700057
8300,290113
8301,152084
8302,367241
8303,692666
8304,422784
8305,900202
8306,452666
8307,404374
8308,129915
8309,220780
8310,148516
8311,225899
8312,234072
8313,365425
8314,360239
8315,158417
8316,110814
8317,181800
8318,190608
8319,295830
8320,171036
8321,91411
8322,115483
8323,112660
8324,489570
8325,332684
8326,20309
8327,335607
8328,290998
8329,357418
8330,142299
8331,141381
8332,130135
8333,206848
8334,233994
8335,236228
8336,171332
8337,284961
8338,1155424
8339,233009
8340,198735
8341,186097
8342,316690
8343,190224
8344,59302
8345,943095
8346,138121
8347,340963
8348,267128
8349,135568
8350,129672
8351,420641
8352,134436
8353,238076
8354,1173923
8355,624112
8356,522185
8357,27213
8358,212319
8359,164335
8360,370711
8361,133580
8362,106767
8363,155565
8364,639952
8365,171971
8366,481302
8367,501179
8368,150895
8369,200819
8370,232878
8371,347286
8372,183831
8373,239913
8374,594597
8375,769119
8376,199393
8377,134666
8378,271024
8379,385145
8380,132736
8381,193384
8382,612122
8383,325599
8384,76896
8385,87748
8386,382409
8387,156006
8388,211973
8389,201140
8390,206883
8391,560586
8392,297754
8393,170935
8394,149959
8395,483322
8396,414918
8397,31175
8398,159755
8399,307480
8400,277633
8401,199576
8402,115457
8403,112670
8404,227367
8405,177952
8406,325620
8407,183780
8408,93940
8409,200007
8410,243538
8411,367999
8412,154032
8413,435643
8414,106374
8415,45736
8416,214186
8417,291227
8418,304655
8419,86783
8420,391303
8421,71679
8422,179551
8423,224223
8424,243801
8425,265611
8426,92773
8427,569991
8428,121513
8429,438227
8430,155508
8431,327442
8432,709894
8433,84573
8434,260856
8435,198657
8436,283606
8437,1001031
8438,412108
8439,239568
8440,90789
8441,279530
8442,173498
8443,361012
8444,178610
8445,158369
8446,280034
8447,200138
8448,247024
8449,564876
8450,62638
8451,145987
8452,165848
8453,146966
8454,143365
8455,207988
8456,99679
8457,96636
8458,204939
8459,338449
8460,924914
8461,284964
8462,354755
8463,399000
8464,326395
8465,186387
8466,34898
8467,301492
8468,358768
8469,63020
8470,272050
8471,58216
8472,155371
8473,493792
8474,230578
8475,359950
8476,238423
8477,293301
8478,613277
8479,66879
8480,281713
8481,209295
8482,223047
8483,194158
8484,260244
8485,165433
8486,203431
8487,400035
8488,299241
8489,102992
8490,369148
8491,287845
8492,346740
8493,559510
8494,298201
8495,388887
8496,143082
8497,567926
8498,216268
8499,328908
8500,267467
8501,229467
8502,245473
8503,209357
8504,60242
8505,361819
8506,552472
8507,333548
8508,262256
8509,235996
8510,176992
8511,417555
8512,123851
8513,426934
8514,29238
8515,248931
8516,627183
8517,338301
8518,259971
8519,90077
8520,482918
8521,271815
8522,627466
8523,124838
8524,236710
8525,968413
8526,410901
8527,519128
8528,304089
8529,139906
8530,109488
8531,162968
8532,32073
8533,432447
8534,270103
8535,1098406
8536,337666
8537,180636
8538,481833
8539,160518
8540,214979
8541,189573
8542,449346
8543,344971
8544,535964
8545,67814
8546,333169
8547,254483
8548,331296
8549,431264
8550,66329
8551,520815
8552,171302
8553,229552
8554,152031
8555,118528
8556,332052
8557,238480
8558,162385
8559,178280
8560,431933
8561,791168
8562,206452
8563,202325
8564,75601
8565,332284
8566,146463
8567,295929
8568,66411
8569,445907
8570,168669
8571,200396
8572,275247
8573,166902
8574,364695
8575,845238
8576,87006
8577,199405
8578,130661
8579,447229
8580,330138
8581,1184943
8582,184059
8583,91946
8584,441663
8585,499278
8586,329151
8587,256341
8588,115137
8589,340066
8590,228064
8591,251615
8592,199150
8593,342559
8594,157318
8595,430846
8596,227500
8597,52327
8598,143740
8599,287252
8600,267795
8601,277813
8602,314349
8603,118301
8604,319777
8605,1008609
8606,287930
8607,853847
8608,302611
8609,48083
8610,285934
8611,49763
8612,395220
8613,233037
8614,1318759
8615,445573
8616,384726
8617,356146
8618,233195
8619,192889
8620,87196
8621,274237
8622,65040
8623,382212
8624,323316
8625,201433
8626,344025
8627,223420
8628,393234
8629,1694134
8630,290862
8631,307470
8632,106925
8633,603535
8634,176793
8635,57237
8636,692716
8637,209026
8638,207346
8639,75754
8640,305754
8641,582033
8642,187426
8643,347485
8644,75713
8645,349820
8646,94813
8647,260058
8648,389144
8649,819752
8650,138985
8651,229491
8652,501737
8653,352420
8654,439266
8655,473662
8656,125887
8657,422057
8658,335565
8659,308023
8660,163806
8661,208413
8662,140685
8663,240050
8664,342058
8665,491426
8666,67133
8667,296436
8668,247340
8669,542677
8670,329542
8671,496730
8672,63246
8673,187184
8674,212649
8675,234036
8676,278208
8677,180223
8678,115209
8679,19291
8680,363339
8681,1081341
8682,264021
8683,204559
8684,79165
8685,1017362
8686,547921
8687,452073
8688,61936
8689,607736
8690,293536
8691,626752
8692,194670
8693,677862
8694,144973
8695,113624
8696,943891
8697,769792
8698,267250
8699,209557
8700,165371
8701,489185
8702,333578
8703,307788
8704,34297
8705,235920
8706,329285
8707,348150
8708,227857
8709,141584
8710,120395
8711,180223
8712,785463
8713,151274
8714,619307
8715,842574
8716,318983
8717,142773
8718,579809
8719,244712
8720,1062747
8721,60442
8722,27163
8723,42781
8724,117511
8725,284243
8726,90435
8727,299157
8728,41446
8729,627596
8730,369967
8731,617765
8732,230503
8733,223511
8734,191164
8735,689016
8736,1301227
8737,338127
8738,220206
8739,377649
8740,444250
8741,178050
8742,373928
8743,337869
8744,234552
8745,1376212
8746,169496
8747,363268
8748,339627
8749,168151
8750,204495
8751,104452
8752,177830
8753,86122
8754,291452
8755,331502
8756,172795
8757,539018
8758,111948
8759,305461
8760,245880
8761,349282
8762,239323
8763,277287
8764,37317
8765,252760
8766,190557
8767,464238
8768,1054988
8769,70031
8770,76477
8771,639997
8772,298756
8773,388094
8774,64302
8775,530565
8776,531728
8777,261680
8778,206430
8779,254953
8780,89594
8781,41700
8782,89439
8783,491876
8784,1187858
8785,892211
8786,135590
8787,719101
8788,127362
8789,80560
8790,432709
8791,297302
8792,143844
8793,204764
8794,325979
8795,120189
8796,470734
8797,407591
8798,193665
8799,136839
8800,176242
8801,144003
8802,351141
8803,442225
8804,348000
8805,79049
8806,308887
8807,226786
8808,540149
8809,10000
8810,267827
8811,198546
8812,161254
8813,408744
8814,62303
8815,40434
8816,545602
8817,100220
8818,303565
8819,387726
8820,378665
8821,303998
8822,480651
8823,118293
8824,1068439
8825,1289309
8826,208922
8827,75011
8828,112490
8829,303808
8830,343541
8831,483578
8832,627230
8833,294526
8834,477954
8835,263112
8836,207330
8837,179420
8838,93604
8839,418997
8840,720734
8841,214994
8842,523645
8843,225939
8844,563041
8845,294532
8846,1792038
8847,313514
8848,551305
8849,246596
8850,666023
8851,63152
8852,125376
8853,421831
8854,231561
8855,174319
8856,145813
8857,682180
8858,240661
8859,116012
8860,375878
8861,507260
8862,3649704
8863,168019
8864,131544
8865,91565
8866,161271
8867,231104
8868,215479
8869,591273
8870,134326
8871,97095
8872,223962
8873,776382
8874,205436
8875,48212
8876,33121
8877,138746
8878,516933
8879,259378
8880,421588
8881,335479
8882,571013
8883,227427
8884,68342
8885,344708
8886,56182
8887,2193238
8888,226701
8889,709335
8890,105529
8891,632796
8892,237216
8893,884081
8894,201240
8895,164774
8896,443410
8897,217154
8898,281101
8899,250142
8900,382425
8901,140047
8902,1455496
8903,3143341
8904,273541
8905,686393
8906,161260
8907,335728
8908,424571
8909,436846
8910,354594
8911,104220
8912,163504
8913,235847
8914,432709
8915,551555
8916,71403
8917,946034
8918,358552
8919,303615
8920,440844
8921,100742
8922,138332
8923,921887
8924,182522
8925,389968
8926,102925
8927,351108
8928,397261
8929,347881
8930,277982
8931,159502
8932,73058
8933,227194
8934,81306
8935,183789
8936,211998
8937,185889
8938,443928
8939,24418
8940,604259
8941,301206
8942,1836508
8943,204226
8944,630155
8945,279295
8946,627059
8947,192869
8948,119932
8949,98264
8950,568076
8951,272526
8952,278920
8953,515948
8954,227961
8955,221775
8956,163000
8957,331631
8958,210997
8959,414127
8960,225326
8961,672124
8962,431658
8963,298576
8964,402298
8965,221910
8966,180191
8967,144962
8968,37725
8969,463159
8970,228895
8971,1280981
8972,196901
8973,130957
8974,189611
8975,746594
8976,252141
8977,86355
8978,148550
8979,319403
8980,268022
8981,209946
8982,224584
8983,256728
8984,471668
8985,350588
8986,602485
8987,160798
8988,851585
8989,233412
8990,306006
8991,312368
8992,164719
8993,300007
8994,556570
8995,154725
8996,717190
8997,127229
8998,324092
8999,300814
9000,902856
9001,342018
9002,182736
9003,597124
9004,327196
9005,149585
9006,218664
9007,144511
9008,259897
9009,180669
9010,216502
9011,452290
9012,337863
9013,182006
9014,111426
9015,188543
9016,929341
9017,281714
9018,394798
9019,194214
9020,1020474
9021,522355
9022,266841
9023,156958
9024,83857
9025,157293
9026,188392
9027,285114
9028,279791
9029,178288
9030,190412
9031,272780
9032,473871
9033,142934
9034,321776
9035,988140
9036,380069
9037,170680
9038,152547
9039,194892
9040,611652
9041,186989
9042,274467
9043,185889
9044,323456
9045,100534
9046,215752
9047,252349
9048,152460
9049,249472
9050,175077
9051,137573
9052,665541
9053,969846
9054,35252
9055,128608
9056,327385
9057,68440
9058,100159
9059,87189
9060,140452
9061,128080
9062,101435
9063,730014
9064,150392
9065,339912
9066,130674
9067,1600489
9068,131467
9069,335018
9070,49801
9071,133348
9072,574798
9073,436669
9074,584047
9075,303692
9076,196103
9077,245841
9078,17178
9079,30735
9080,79551
9081,174682
9082,234216
9083,138158
9084,364112
9085,106525
9086,78686
9087,346481
9088,203611
9089,289788
9090,310118
9091,357335
9092,272437
9093,611299
9094,211995
9095,262431
9096,101606
9097,105883
9098,200498
9099,198043
9100,378803
9101,311202
9102,129743
9103,383876
9104,159812
9105,311772
9106,201646
9107,192275
9108,306355
9109,270487
9110,181093
9111,114011
9112,269796
9113,134369
9114,48043
9115,166021
9116,191313
9117,60560
9118,597637
9119,193400
9120,298716
9121,229572
9122,392198
9123,228388
9124,200005
9125,288680
9126,268776
9127,278537
9128,517796
9129,477435
9130,145562
9131,182313
9132,219474
9133,1417266
9134,252197
9135,333180
9136,262274
9137,341506
9138,365987
9139,49797
9140,625955
9141,331958
9142,111274
9143,1881931
9144,35023
9145,231706
9146,171102
9147,147412
9148,503814
9149,112504
9150,326865
9151,125491
9152,291687
9153,656883
9154,319688
9155,583154
9156,170306
9157,268398
9158,352609
9159,169622
9160,195628
9161,615128
9162,304737
9163,355790
9164,251726
9165,1239790
9166,232355
9167,295919
9168,95021
9169,191410
9170,154550
9171,174624
9172,307503
9173,40133
9174,120727
9175,504468
9176,283501
9177,503449
9178,583750
9179,277578
9180,87912
9181,358472
9182,390281
9183,138244
9184,264267
9185,160356
9186,828977
9187,67757
9188,470987
9189,1090462
9190,367753
9191,142959
9192,123811
9193,306058
9194,115922
9195,588738
9196,52615
9197,61206
9198,651960
9199,282048
9200,105789
9201,206668
9202,497637
9203,310132
9204,218171
9205,137187
9206,103066
9207,178455
9208,211659
9209,318979
9210,297262
9211,191727
9212,269493
9213,279494
9214,120118
9215,225484
9216,39620
9217,497044
9218,220300
9219,222808
9220,214228
9221,204215
9222,759620
9223,233045
9224,750575
9225,289512
9226,502353
9227,59591
9228,55436
9229,839115
9230,1178162
9231,23522
9232,154532
9233,230843
9234,184485
9235,225559
9236,87972
9237,387652
9238,407749
9239,68613
9240,891540
9241,139945
9242,220526
9243,639264
9244,265536
9245,497936
9246,69195
9247,174155
9248,496130
9249,304385
9250,232231
9251,317757
9252,182067
9253,345913
9254,292963
9255,121663
9256,355093
9257,115372
9258,124024
9259,117680
9260,2700336
9261,428479
9262,99778
9263,127017
9264,256706
9265,1198158
9266,64265
9267,103582
9268,388376
9269,421966
9270,65439
9271,287840
9272,150386
9273,109888
9274,256741
9275,216079
9276,207092
9277,863504
9278,191104
9279,244233
9280,74008
9281,424304
9282,94814
9283,122334
9284,534860
9285,431752
9286,295904
9287,261618
9288,305747
9289,253739
9290,373777
9291,272926
9292,263021
9293,444843
9294,190886
9295,246989
9296,393615
9297,169394
9298,360359
9299,256368
9300,242445
9301,283153
9302,394914
9303,330634
9304,1096817
9305,215433
9306,92821
9307,597484
9308,43960
9309,164708
9310,481153
9311,288062
9312,172294
9313,221133
9314,892766
9315,677185
9316,136218
9317,465025
9318,332967
9319,76873
9320,327352
9321,443888
9322,296470
9323,276167
9324,326440
9325,25282
9326,228375
9327,735270
9328,292956
9329,610623
9330,307882
9331,193801
9332,287399
9333,127555
9334,292565
9335,237552
9336,91583
9337,140820
9338,533293
9339,260311
9340,137210
9341,303418
9342,27186
9343,223834
9344,157783
9345,199466
9346,233637
9347,385259
9348,865455
9349,579506
9350,690617
9351,68658
9352,193010
9353,256477
9354,232445
9355,2127332
9356,119273
9357,729846
9358,162191
9359,303225
9360,36178
9361,368663
9362,1167275
9363,360819
9364,281348
9365,309967
9366,430356
9367,167808
9368,172565
9369,152573
9370,398212
9371,48768
9372,10000
9373,20280
9374,191629
9375,256648
9376,882597
9377,464540
9378,191306
9379,591524
9380,204817
9381,101060
9382,70827
9383,164250
9384,106589
9385,365686
9386,195265
9387,240646
9388,604994
9389,155097
9390,1251077
9391,291412
9392,259436
9393,206783
9394,29363
9395,185496
9396,186078
9397,170633
9398,360410
9399,370067
9400,682543
9401,1042521
9402,124981
9403,238153
9404,621282
9405,103568
9406,564840
9407,42945
9408,738800
9409,83132
9410,308830
9411,524596
9412,59147
9413,395045
9414,421442
9415,165086
9416,191395
9417,131054
9418,434846
9419,232539
9420,148873
9421,566820
9422,158463
9423,610195
9424,249541
9425,342282
9426,489685
9427,35495
9428,305818
9429,241913
9430,577756
9431,211929
9432,191605
9433,38139
9434,129978
